hmc	715153
tri	1075124
meli	1099590
nem	1164727
scco	1001838
smfg	1022837
lyg	1160106
snap	1564408
trp	1232384
dg	29534
bk	1390777
tel	1385157
aig	5272
coin	1679788
mraay	1450468
spg	1063761
hum	49071
bce	718940
kmb	55785
panw	1327567
vod	839923
puk	1116578
bcs	312069
bsbr	1471055
mnst	865752
aph	820313
tak	1395064
iqv	1478242
rop	882835
info	1598014
gld	1222333
snps	883241
ftnt	1262039
cnc	1071739
stz	16918
khc	1637459
aep	4904
wba	1618921
lhx	202058
mpc	1510295
ctsh	1058290
orly	898173
abev	1565025
zm	1585521
dlr	1297996
xlnx	743988
itub	1132597
payx	723531
sre	1032208
bax	10456
dell	1571996
dow	1751788
pru	1137774
trv	86312
gis	40704
bbva	842180
afl	4977
tt	1466258
carr	1783180
a	1090872
msci	1408198
danoy	1048515
idxx	874716
gpn	1123360
wit	1123799
mchp	827054
su	311337
hsy	47111
ph	76334
azo	866787
lulu	1397187
dd	1666700
ntr	1725964
kmi	1506307
hlt	1585689
cdns	813672
rsg	1060391
syy	96021
msi	68505
eric	717826
ctas	723254
bbd	1160330
stm	932787
dxcm	1093557
ddog	1561550
o	726728
mfc	1086888
cmg	1058090
apo	1858681
adm	7084
bntx	1776985
hpq	47217
kkr	1404912
nio	1736541
rblx	1315098
dash	1792789
psx	1534701
mck	927653
crh	849395
well	766704
algn	1097149
ea	712515
aptv	1521332
dnbby	1498632
expgy	1376891
nwg	844150
ppg	79879
xel	72903
alc	1167379
crwd	1535527
ebay	1065088
anet	1596532
trow	1113169
lgfry	1554394
yum	1041061
sbac	1034054
spot	1639920
otis	1781335
wmb	107263
all	899051
rok	1024478
mfg	1335730
dfs	1393612
gold	756894
dvn	1090012
xpev	1810997
codyy	1012037
odfl	878927
stt	93751
oxy	797468
lvs	1300514
nu	1691493
rost	745732
iff	51253
iau	1278680
ferg	1832433
veev	1393052
tdg	1260221
rmd	943819
avb	915912
ctva	1755672
amp	820027
vlo	1035002
kr	56873
twlo	1447669
eqr	906107
tsn	100493
cht	1132924
hcmly	948696
cpng	1834584
peg	788784
biib	875045
pcar	75362
sivb	719739
mtd	1037646
cmi	26172
slf	1097362
ttd	1671933
mplx	1552000
cbre	1138118
wcn	1318220
arzgy	1379235
zs	1713683
fast	815556
tu	868675
ajg	354190
dhi	882184
mtch	891103
nok	924613
lyb	1489393
ame	1037868
keys	1601046
bf-a	14693
tscdy	885834
clpby	1294325
vrsk	1442145
fitb	35527
frc	1132979
u	1810806
oran	1038143
cprt	900075
are	1035443
glw	24741
ec	1444406
mgddy	896076
net	1477333
wec	783325
len	920760
tlk	1001807
et	1276187
dltr	935703
es	72741
cve	1475260
ndaq	1120193
phg	313216
ed	1047862
swk	93556
wy	106535
fmx	1061736
awk	1410636
gwlif	850918
imo	49938
hes	4447
anss	1013462
poahy	1450346
wst	105770
lng	3570
bll	9389
mt	1243429
dia	1041130
pcg	1004980
okta	1660134
efx	33185
ckhuy	1637120
ibkr	1381197
hal	45012
twtr	1418091
abc	1140859
nue	73309
cern	804753
oke	1039684
tef	814052
csgp	1057352
rweoy	939380
expe	1324424
db	1159508
li	1791706
exr	1289490
baesy	895564
caj	16988
mdy	936958
pltr	1321655
hrl	48465
vfc	103379
cvna	1690820
rkt	1805284
ccep	1650107
luv	92380
vwdry	1330306
lh	920148
sauhy	1451279
caixy	1535628
chd	313927
zbra	877212
epam	1352010
ix	1070304
zbh	1136869
syf	1601712
cabhf	1436647
ftv	1659166
umc	1033767
gww	277135
gfs	1709048
fnv	1456346
mkc	63754
anyyy	1700171
bgne	1651308
dal	27904
rci	733099
cdw	1402057
lbrda	1611983
dov	29905
invh	1687229
ttm	926042
mdb	1441816
vmc	1396009
alb	915913
bkr	1701605
zto	1677250
app	1751008
siri	908937
tsco	916365
ryaay	1038683
ntrs	73124
wegzy	1445166
hig	874766
lyv	1335258
bby	764478
vrsn	1014473
ccl	815097
fe	1031296
mga	749098
eix	827052
grmn	1121788
docu	1261333
key	91576
swks	4127
ppery	1461748
fang	1539838
on	1097864
mlm	916076
maa	912595
hban	49196
sgen	1060736
it	749251
cqp	1383650
dte	936340
ir	1699150
k	55067
imbby	1072670
ter	97210
uri	1067701
aee	1002910
ppl	922224
rf	1281761
ste	1757898
cfg	759944
fts	1666175
grab	1855612
cs	1159510
avtr	1722482
etr	65984
dre	783280
cuk	1125259
foxa	1754301
sui	912593
ess	920522
clx	21076
gmab	1434265
viac	813828
pki	31791
mtb	36270
stx	1137789
vtr	740260
didi	1764757
tw	1758730
jbht	728535
hpe	1645590
hubs	1404655
roku	1428439
rcl	884887
iclr	1060955
wmg	1319161
cnhi	1567094
rjf	720005
fms	1333141
mgm	789570
clr	732834
hznp	1492426
ssnc	1402436
gib	1061574
yumc	1673358
expd	746515
coo	711404
pfg	1126328
zi	1794515
ulta	1403568
tru	1552033
ntap	1002047
peak	765880
wat	1000697
kb	1445930
tdy	1094285
sbny	1288784
zshgy	1495686
gpc	40987
xyl	1524472
pins	1506293
path	1734722
cinf	20286
ip	51434
splk	1353283
snmry	1437771
pool	945841
etsy	1370637
flt	1175454
akam	1086222
bip	1406234
payc	1590955
tyl	860731
ttwo	946581
bro	79282
wpm	1323404
cms	811156
amcr	1748790
nvr	906163
chwy	1766502
tsgty	939383
hei	46619
znh	1041668
br	1383312
dri	940944
kmx	1170010
bxp	1037540
wpp	806968
vtrs	1792044
trmb	864749
holx	859737
nuan	1002517
acgl	947484
agr	1634997
vici	1705696
gnrc	1474735
ce	1306830
udr	74208
mpwr	1280452
ui	1511737
bio	12208
xp	1787425
teck	886986
ctlt	1596783
qsr	1618756
cnp	1130310
wdc	106040
pba	1546066
pkx	889132
ally	40729
cag	23217
rprx	1802768
dgx	1022079
lsxma	1560385
cg	1527166
wab	943452
elp	1041792
czr	1590895
enph	1463101
shg	1263043
ctra	858470
dish	1001082
j	52988
incy	879169
iex	832101
pubgy	1050952
bill	1786352
tcom	1269238
mkl	1096343
avy	8818
prdsy	1527249
omc	29989
crl	1100682
emn	915389
lkq	1065696
ben	38777
cpt	906345
dpz	1286681
chkp	1015922
entg	1101302
alny	1178670
moh	1179929
txt	217346
bmrn	1048477
fds	1013237
w	1616707
aer	1378789
afrm	1820953
burl	1579298
ptaiy	1455967
mas	62996
yndx	1513845
cf	1324404
rol	84839
atasy	1437775
sqm	909037
nice	1003935
gshn	1639327
mro	101778
asx	1122411
cflt	1699838
sjm	91419
viv	1066119
mos	1285785
jhx	1159152
kim	879101
rng	1384905
ach	1161611
nlok	849399
aes	874761
l	60086
qrvo	1604778
iep	813762
sjr	932872
snn	845982
podd	1145197
lnt	352541
wrb	11544
evrg	1711269
tech	842023
aap	1158449
cah	721371
tfx	96943
fnf	1331875
bbwi	701985
wpc	1025378
oaofy	1058255
lbtya	1570585
suz	909327
els	895417
xm	1747748
ts	1190723
cea	1030475
sbhmy	1604982
ipg	51644
nmr	1163653
olpx	1868726
pwr	1050915
ato	731802
hwm	4281
dt	1773383
cck	1219601
fmc	37785
chrw	1043277
argx	1697862
abmd	815094
ffiv	1048695
ual	100517
ptc	857005
mpw	1287865
phm	822416
kkpny	1001474
mktx	1278021
cpb	16732
eqh	1333986
bntgy	1533945
vivhy	1127055
alsmy	1062066
bg	1144519
disca	1437107
rkuny	1294591
ssl	314590
ndsn	72331
bili	1723690
jxhly	1487533
has	46080
ldos	1336920
bldr	1316835
logi	1032975
trgp	1389170
lnvgy	932477
amh	1562401
fbhs	1519751
nwsa	1564708
cxo	1358071
pkg	75677
lpla	1397911
irm	1020569
sc	1580608
enia	912505
zg	1617640
aci	1646972
frfhf	915191
whr	106640
wlk	1262823
ctxs	877890
htht	1483994
elan	1739104
ares	1176948
otex	1002638
lumn	18926
lyft	1759509
cboe	1374310
aem	2809
emraf	1127248
lnc	59558
cchgy	1558633
rhi	315213
icl	941221
jll	1037976
hst	1070750
kkoyy	1436794
cma	28412
ggg	42888
cna	21175
reg	910606
wtrg	78128
aos	91142
swmay	1011218
slvyy	930826
ihg	858446
uhal	4457
exas	1124140
ewbc	1069157
jkhy	779152
masi	937556
morn	1289419
gddy	1609711
bz	1842827
cgnx	851205
csl	790051
wrk	1732845
cone	1553023
tdoc	1477449
wal	1212545
xray	818479
rpm	110621
bah	1443646
grfs	1438569
aa	1675149
iac	1800227
fico	814547
aeg	769218
wsm	719955
zen	1463172
plug	1093691
mtn	812011
kof	910631
lu	1816007
re	1095073
nly	1043219
sna	91440
sedg	1419612
kep	887225
lnegy	1437041
dva	927066
bki	1627014
cday	1725057
bap	1001290
cube	1298675
lamr	1090425
clvt	1764046
tap	24545
hood	1783879
lsi	944314
alle	1579241
qgen	1015820
bsy	1031308
afg	1042046
wso	105016
fnd	1507079
rexr	1571283
stld	1022671
rrx	82811
gfl	1780232
tost	1650164
mhk	851968
jpxgy	1600520
glpi	1575965
aal	6201
ni	1111711
bwa	908255
sbsw	1786909
aseky	1450206
kl	1713443
trex	1069878
pnr	77360
remyy	1552653
s	1583708
tme	1744676
vst	1692819
mmp	1126975
zion	109380
lii	1069202
gl	320335
psmmy	1439580
wolf	895419
ndvly	800928
tpr	1116132
skm	1015650
uhs	352915
jnpr	1043604
rgen	730272
gfi	1172724
pcty	1591698
lea	842162
dscsy	1671750
sofi	1818874
hubb	48898
dks	1089063
midd	769520
ovv	1792580
txg	1770787
hsic	1000228
dar	916540
wynn	1174922
cien	936395
hcp	1720671
nwl	814453
grub	1792627
psxp	1572910
ivz	914208
brkr	1109354
znga	1439404
sci	89089
arcc	1287750
ttc	737758
bch	1161125
rdy	1135951
ebr	1439124
see	1012100
nrg	1013871
frt	34903
wfg	1402388
car	723612
wes	1423902
h	1468174
snx	1177394
ptbry	1504122
azpn	929940
acm	868857
gdrx	1809519
mdiby	1379481
dseey	1481045
asan	1477720
rs	861884
glob	1557860
accyy	1049183
fhn	36966
teva	818686
bsac	1027552
uelmo	100826
lw	1679273
dox	1062579
ugi	884614
aqn	1174169
cms-pb	201533
cnxc	1803599
bery	1378992
erie	922621
coup	1385867
st	1477294
glpey	1385535
knx	1492691
five	1177609
g	1398659
gxo	1852244
cabo	1632127
uthr	1082554
oc	1370946
dbx	1467623
synh	1610950
lad	1023128
y	775368
axon	1069183
iot	1642896
bhc	885590
mndy	1845338
armk	1584509
oukpy	1436786
ymm	1838413
pton	1639825
cx	1076378
bep	1533232
avlr	1348036
agco	880266
bsmx	1698287
tfii	1588823
dlb	1308547
prymy	1437672
jbl	898293
dnb	1799208
kss	885639
mksi	1049502
nclh	1513761
alv	1034670
jef	96223
ggb	1073404
wf	1264136
rh	1528849
aiz	1267238
uwmc	1783398
au	1067428
cpri	1530721
cbsh	22356
htz	1657853
smg	825542
levi	94845
arw	7536
deck	910521
clf	764065
nvei	1765159
cib	1071371
bj	1531152
hnp	929058
stor	1538990
cfr	39263
amc	1411579
monoy	1583055
fivn	1288847
uaa	1336917
airc	1820877
dqjcy	1446597
tpl	1811074
faf	1472787
fslr	1274494
pbct	1378946
seic	350894
gtlb	1653482
gwre	1528396
jazz	1232524
tx	1342874
chh	1046311
m	794367
docs	1516513
wsc	1647088
cacc	885550
pnw	764622
manh	1056696
egp	49600
thc	70318
ccj	1009001
vrt	1674101
rl	1037038
pen	1321732
itt	216228
phi	78150
pag	1019849
oln	74303
osk	775158
agnc	1423689
onon	1858985
usfd	1665918
chk	895126
wb	1595761
ipgp	1111928
fcnca	798941
dkng	1772757
vno	899689
hllgy	1674534
chdn	20212
dlo	1846832
hii	1501585
gds	1526125
fr	921825
site	1650729
miufy	1447113
ogn	1821825
pega	1013857
cae	1173382
hun	1307954
upst	1647639
pcor	1611052
voya	1535929
nnn	751364
leco	59527
tpx	1206264
ftch	1740915
bhvn	1689813
estc	1707753
wms	1604028
ori	74260
wh	1722684
atr	896622
gme	1326380
rga	898174
eqt	33213
rnr	913144
cold	1455863
bld	1633931
pnfp	1115055
bmrry	1671235
xpo	1166003
edr	1766363
gntx	355811
csan	1430162
saia	1177702
slv	1330568
flex	866374
gil	1061894
isday	1224306
bfam	1437578
paa	1070423
tndm	1438133
dxc	1688568
syna	817720
oge	1021635
bncdy	1667075
krc	1025996
brx	1581068
stwd	1465128
tixt	1825155
penn	921738
ttek	831641
bak	1071438
ohi	888491
wu	1365135
eslt	1027664
infa	1868778
uso	1327068
snv	18349
an	350698
pstg	1474432
stag	1479094
dna	1830214
acc	1283630
nbix	914475
bpop	763901
che	19584
hta	1360604
lscc	855658
smar	1366561
wix	1576789
kgc	701818
ffin	36029
tol	794170
bokf	875357
pb	1068851
pe	1594466
wwd	108312
mp	1801368
hli	1302215
nlsn	1492633
sf	720672
fsv	1637810
nvcr	1645113
lite	1633978
plnt	1637207
ayi	1144215
casy	726958
mat	63276
coty	1024305
vac	1524358
newr	1448056
dci	29644
oled	1005284
nvst	1757073
slfpy	1370418
pags	1712807
pac	1347557
pfgc	1618673
byd	906553
omf	1584207
zim	1654126
evo	1412558
rgld	85535
bc	14930
dava	1656081
axta	1616862
post	1530950
wex	1309108
gh	1576280
gmed	1237831
ppc	802481
agl	1831097
ubsfy	1446702
rba	1046102
fybr	20520
jsgry	1442656
pii	931015
gps	39911
skx	1065837
pvh	78239
aemmy	1437776
cfx	1420800
alk	766421
lfus	889331
iivi	820318
nxst	1142417
lpl	1290109
asnd	1612042
mtz	15615
atus	1702780
pso	938323
dooo	1748797
qs	1811414
we	1813756
nov	1021860
reyn	1786431
nyt	71691
eeft	1029199
pltk	1828016
sid	1049659
plan	1540755
ntla	1652130
mrtx	1576263
slab	1038074
ingr	1046257
futu	1754581
is	1837430
eme	105634
caci	16058
cccs	1818201
cohr	21510
bkgfy	1447137
lstr	853816
ehc	785161
ozk	1569650
mbt	1115837
cade	1299939
fsk	1422183
obmp	1362703
vlpny	1378984
kbr	1357615
aval	1504764
adt	1703056
twks	1866550
gbci	868671
wcc	929008
jhg	1274173
cigi	913353
chng	1756497
kt	892450
rcm	1472595
mq	1522540
medp	1668397
vvv	1674910
azta	933974
gt	42582
lysdy	1444327
srpt	873303
vips	1529192
pri	1475922
cr	25445
crox	1334036
ntra	1604821
asgn	890564
nep	1603145
flo	1128928
iaa	1745041
vly	714310
mgp	1656936
mdu	67716
ssb	764038
yeti	1670592
swch	1710583
furcf	1559444
asr	1123452
ntco	1776967
colm	1050797
nvax	1000694
pacw	1102112
shc	1822479
legn	1801198
wts	795403
lpx	60519
txrh	1289460
exp	918646
nvt	1720635
exel	939767
stn	1131383
ar	1433270
amg	1004434
timb	1826168
dsgx	1050140
dcp	1338065
hgv	1674168
gpk	1408075
orcc	1655888
nycb	910073
src	1308606
cuz	25232
hbi	1359841
ntnx	1618732
hfc	48039
wk	1445305
shi	908732
coke	317540
sgms	750004
son	91767
wtfc	1015328
pdce	77877
man	871763
iart	917520
bepc	1791863
arna	1080709
dei	1364250
esi	1590714
aur	1828108
ambp	1845097
open	1801169
docn	1582961
ash	1674862
wbs	801337
igt	1619762
run	1469367
tnet	937098
ksryy	1668501
nfg	70145
ida	1057877
frsh	1544522
foxf	1424929
mituy	1446420
trno	1476150
arwr	879407
nsa	1618563
cc	1627223
msa	66570
leg	58492
rlx	1828365
unm	5513
tv	912892
sam	949870
stl	1070154
bmbl	1830043
curlf	1756770
roll	1324948
insp	1609550
iwbb	1648365
mime	1644675
cw	26324
hog	793952
amkr	1047127
mtdr	1520006
vg	1272830
tkr	98362
nati	935494
azek	1782754
cybr	1598110
srcl	861878
dds	28917
mlco	1381640
bxmt	1061630
prgo	1585364
hele	916789
ryn	52827
tho	730263
x	1163302
apg	1796209
chffy	1601994
rog	84748
ubsi	729986
anat	1801075
shlx	1610466
rpd	1560327
tmx	1428875
esnt	1448893
adrzy	1436467
ncr	70866
slm	1032033
amba	1280263
ccmp	1102934
hcm	1648257
ssd	920371
ufpi	912767
phys	1477049
zd	1084048
grp-un	1564538
cdk	1609702
bl	1666134
mtg	876437
algm	866291
hhc	1498828
tfsl	1381668
mcw	1853513
clh	822818
roiv	1635088
slg	1040971
fcn	887936
mur	717423
paas	771992
tenb	1660280
zlab	1704292
nrz	1556593
wen	30697
bxsl	1736035
umbf	101382
ccoey	1551467
irt	1466085
hlf	1180262
novt	1076930
expo	851520
musa	1573516
bipc	1788348
esgr	1363829
achc	1520697
crus	772406
bcpc	9326
saic	1571123
crsp	1674416
thg	944695
vsco	1856437
atc	1762459
mms	1032220
awi	7431
dtm	1842022
chx	1723089
axs	1214816
azihy	1533475
swav	1642545
qlys	1107843
tnl	1361658
rrc	315852
rhp	1040829
avnt	1122976
halo	1159036
woof	1826470
drvn	1804745
rare	1515673
glbe	1835963
spr	1364885
sigi	230557
mcfe	1783317
hri	1364479
bb	1070235
stvn	1849853
rli	84246
hwc	750577
brze	1676238
vnt	1786842
hr	899749
irdm	1418819
powi	833640
dufry	1546354
adc	917251
evr	1360901
beam	1745999
unvr	1494319
amn	1142750
por	784977
cwk	1628369
sfbs	1430723
msm	1003078
am	1623925
pinc	1577916
altr	1701732
smtc	88941
fl	850209
hgty	1840776
slgn	849869
he	354707
mxchy	1435969
aqua	1604643
vmi	102729
krg	1286043
al	1487712
iipr	1677576
cig	1157557
umpq	1077771
gtes	1718512
seas	1564902
sndr	1692063
psb	866368
ab	825313
civi	1509589
atkr	1666138
ely	837465
krnt	1625791
sbs	1170858
hiw	921082
nomd	1651717
hayw	1834622
ions	874015
lanc	57515
crct	1828962
hxl	717605
icui	883984
bwxt	1486957
onto	704532
wing	1636222
stne	1745431
sig	832988
mxl	1288469
bpmc	1597264
amed	896262
jblu	1158463
lazr	1758057
owl	1823945
mtsi	1493594
jbt	1433660
nfe	1749723
tdc	816761
bkh	1130464
tgna	39899
hqy	1428336
alit	1809104
knsl	1669162
lspd	1823306
gtls	892553
bhf	1685040
nea	1195737
pk	1617406
laz	1311370
pzza	901491
tmbby	1531740
eva	1592057
pycr	1839439
seb	88121
bcucy	1581285
swn	7332
bzzuy	1437774
fls	30625
upchy	1447772
fnb	37808
sqsp	1496963
auy	1264089
adnt	1670541
wd	1497770
safm	812128
spsc	1092699
ensg	1125376
chpt	1777393
cmc	22444
sm	893538
abcm	1492074
ocdx	1828443
qdel	353569
osh	1564406
dnli	1714899
alks	1520262
ora	1296445
vir	1706431
gtbif	1795139
mstr	1050446
livn	1639691
alsn	1411207
rdn	890926
ogs	1587732
fele	38725
otly	1843586
ncno	1902733
isbc	1594012
cert	1827090
fizz	69891
dbrg	1679688
wns	1356570
opch	1014739
lxp	910108
msp	1724570
aeo	919012
doc	1574540
trtn	1660734
cbu	723188
sitm	1451809
cef	1726122
indb	776901
sum	1621563
homb	1331520
sim	887153
fn	1408710
cns	1284812
exls	1297989
angi	1705110
srad	1836470
msgs	1636519
r	85961
mgy	1698990
psth	1811882
bku	1504008
swx	1692115
cri	1060822
wrby	1504776
ebc	1810546
ryan	1849253
taipy	1716957
nsp	1000753
tcn	1584425
vne	1733186
irdey	1530256
becn	1124941
appf	1433195
mth	833079
egfey	1437178
tsp	1823593
abg	1144980
apls	1492422
pegry	1455633
aciw	935036
pfsi	1745916
four	1794669
apps	317788
avt	8858
enlc	1592000
bynd	1655210
diod	29002
matx	3453
kmpr	860748
vicr	751978
cnm	1856525
hrb	12659
athm	1527636
env	1337619
tcnnf	1754195
btg	1429937
fate	1434316
viav	912093
neog	711377
rklb	1819994
pnm	1108426
itci	1567514
ozon	1822829
cere	1805387
sgry	1638833
ucbi	857855
peco	1476204
ful	39368
ael	1039828
cpg	1545851
lesl	1821806
zws	1439288
cwen	1567683
jamf	1721947
ppbi	1028918
lhcg	1303313
kex	56047
ait	109563
cwst	911177
dv	1819928
ihs	1876183
ampl	1866692
etrn	1747009
dnp	806628
wwe	1091907
fhb	36377
njr	356309
alrm	1459200
uilcy	1449580
cixx	1829948
kbh	795266
box	1372612
kwr	81362
tmhc	1562476
asb	7789
chgg	1364954
trip	1526520
ago	1273813
vrns	1361113
trup	1371285
mc	1596967
sxt	310142
expi	1495932
kfy	56679
den	945764
tsem	928876
frpt	1611647
kd	1867072
bnl	1424182
aple	1418121
ssrm	921638
ifs	1615903
pch	1338749
ay	1601072
gatx	40211
yy	1530238
unf	717954
cnmd	816956
jxn	1822993
abcb	351569
bmch	1574815
ttec	1013880
jwn	72333
irtc	1388658
lgf-a	929351
appn	1441683
sun	1552275
boh	46195
flow	1641991
xrx	1770450
spb	109177
arvn	1655759
mac	912242
hpp	1482512
lthm	1742924
figs	1846576
trox	1530804
carg	1494259
neu	1282637
acad	1070494
sky	90896
blkb	1280058
trq	1158041
out	1579877
glpg	1421876
wsfs	828944
mndt	1370880
ayx	1689923
mdc	773141
frhc	924805
pslv	1494728
knbe	1664998
jbgs	1689796
rezi	1740332
aaon	824142
act	1823529
sfrgy	1571549
mrvi	1823239
brfs	1122491
golf	1672013
bco	78890
nari	1531048
cvac	1809122
sstk	1549346
bbu	1654795
caty	861842
nad	1083839
pgny	1551306
sail	1627857
qtwo	1410384
fsr	1720990
meoh	886977
awr	1056903
bpxxy	1567024
hypmy	1486749
vsat	797721
lope	1434588
arnc	1790982
atco	1794846
sfnc	90498
nvg	1090116
nni	1258602
cpa	1345105
jobs	1295484
safe	1688852
vrnt	1166388
aso	1817358
wbt	1650962
hain	910406
shoo	913241
cim	1409493
duol	1562088
gshd	1726978
ads	1101215
czoo	1859639
klic	56978
hi	1417398
dsey	1831617
krtx	1771917
sr	1126956
sg	1477815
smpl	1702744
staa	718937
epr	1045450
crc	1609253
fcfs	840489
six	701374
ibtx	1564618
eye	1710155
ale	66756
cvt	1827075
celh	1341766
brp	1781755
nsit	932696
virt	1592386
inmd	1742692
ax	1299709
spt	1517375
psec	1287032
cpe	928022
hasi	1561894
cwt	1035201
tcbi	1077428
form	1039399
iq	1722608
ibp	1580905
algt	1362468
goos	1690511
dan	26780
nvmi	1109345
inst	1841804
psn	275880
aeis	927003
mrcy	1049521
esmt	1863105
rvlv	1746618
gpi	1031203
fix	1035983
dct	1160951
upwk	1627475
nwe	73088
cnx	1070412
omi	75252
cbt	16040
onb	707179
prft	1085869
ava	104918
hp	46765
aimc	1374535
lz	1286139
sem	1320414
focs	1651052
wdfc	105132
fbp	1057706
nmrk	1690680
aub	883948
fsly	1517413
sfm	1575515
tuya	1829118
mmsi	856982
ens	1289308
eqc	803649
cgc	1737927
jteky	1446661
val	314808
ccu	888746
kod	1468748
si	1312109
sitc	894315
iijiy	1090633
qrtea	1355096
kw	1408100
cvlt	1169561
coop	933136
crvl	874866
comp	1563190
cno	1224608
fhi	1056288
fti	1681459
cvbf	354647
asai	1834048
thrm	903129
eprt	1728951
lcii	763744
mli	89439
mant	892537
lgih	1580670
albky	902102
hlne	1433642
evtc	1559865
wtm	776867
lac	1440972
webr	1857951
ccoi	1158324
nkla	1731289
qfin	1741530
lth	1869198
dorm	868780
mcy	64996
ipar	822663
tkc	1071321
aatp	1713210
sbra	1492298
rusha	1012019
flr	1124198
mnso	1815846
navi	1593538
rcii	933036
shmay	1555379
wern	793074
main	1396440
ftdr	1727263
ajrd	40888
pay	1841156
tex	97216
kmt	55242
ghc	104889
fult	700564
boot	1610250
rdfn	1382821
gef	43920
olli	1639300
sono	1314727
fwrd	912728
simo	1329394
ramp	733269
vsh	103730
vc	1111335
erf	1126874
wll	1255474
vorb	1843388
exg	1379438
vsbc	1697884
jjsf	785956
jw-a	107140
enic	1659939
abm	771497
bcc	1328581
ameh	1083446
peb	1474098
ulcc	1670076
bldp	1453015
urbn	912615
rrr	1653653
ofc	860546
ihrt	1400891
unit	1620280
whd	1699136
mlkn	66382
colb	887343
thnpy	1792045
agi	1178819
erj	1355444
pbh	1295947
cbrl	1067294
fvrr	1762301
hth	1265131
spwr	867773
tac	1144800
ugp	1094972
atrc	1323885
sabr	1597033
hl	719413
iboc	315709
ee	1888447
task	1829864
cwan	1866368
trn	99780
apam	1517302
pwsc	1835681
ptct	1070081
tph	1561680
flyw	1580560
mgee	1161728
pcrx	1396814
sji	91928
vcra	1129260
calx	1406666
dq	1477641
eaf	931148
lfst	1845257
tigo	912958
brc	746598
neo	1077183
swtx	1773427
tlry	1731348
ain	819793
pdco	891024
nuva	1142596
ag	1308648
prmw	884713
nhi	877860
vzio	1835591
itri	780571
ftai	1590364
ktb	1760965
cnne	1704720
pvg	1508844
oas	1486159
joe	745308
hubg	940942
pipr	1230245
be	1664703
wor	108516
lob	1462120
twnk	1644406
rxt	1810019
rmbs	917273
